"","X","subject","item","list","subexpt","integrated","related","n2num","text","animacy","maincode","dysfluency","LengthChar.Head","LengthChar.Prep","LengthChar.Adj","LengthChar.Noun","LengthPhon.Head","LengthPhon.Prep","LengthPhon.Adj","LengthPhon.Noun","LengthSylHead","LengthSyll.Prep","LengthSyll.Adj","LengthSyll.Noun","Freq1Mil.Head","FreqMil.Prep","FreqMil.Adj","FreqMil.N1","LogFr.Head","LogFreq.Prep","LogFreq.Adj","LogFreq.N1","RelatedHL","RelatedLH","Integrated","errcord","AssPercent.HL.S","AssPercent.HL.P","LNSing.HS","LNSing.HP","LNPlur.HS","LNPlurP.HP","TotalHead1","HeadToLocNSS.Match1","HeadToLocNSP.Match1","TotalHead2","HeadToLocNSS.Match2","HeadToLocNSP.Match2","TotalLocNS1","LocNS1ToHeadS","LocNS1toHeadP","TotalLocNS2","LocNS2ToHeadS","LocNS2toHeadP","TotalLocNP1","LocNP1ToHeadS","LocNP1toHeadP","TotalLocNP2","LocNP2ToHeadS","LocNP2ToHeadP","Plausibility","errnd","errd","errcornd","all.asso","local.asso","res.int","res.rel","res.asshl","res.rel2"
"2481",2481,1008,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2482",2482,1064,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2483",2483,1024,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2484",2484,1052,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2485",2485,1020,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"D",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2486",2486,1088,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2487",2487,1040,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2488",2488,1032,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2489",2489,1056,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2490",2490,1068,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2491",2491,1080,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2492",2492,1076,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2493",2493,1044,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2494",2494,1100,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2495",2495,1060,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",1,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2496",2496,1096,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2497",2497,1108,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2498",2498,1048,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2499",2499,1016,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2500",2500,1128,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2501",2501,1132,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2502",2502,1092,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2503",2503,1104,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2504",2504,1012,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2505",2505,1124,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"D",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2506",2506,1004,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2507",2507,1112,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",0,"",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.96,1,1,25,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"2508",2508,1130,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2509",2509,1070,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2510",2510,1094,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2511",2511,1078,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2512",2512,1110,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2513",2513,1106,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2514",2514,1058,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2515",2515,1126,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2516",2516,1002,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2517",2517,1090,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2518",2518,1122,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2519",2519,1086,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2520",2520,1014,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2521",2521,1054,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2522",2522,1010,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2523",2523,1042,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2524",2524,1074,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2525",2525,1082,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2526",2526,1066,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2527",2527,1018,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2528",2528,1034,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2529",2529,1114,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2530",2530,1134,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2531",2531,1102,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2532",2532,1022,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"D",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2533",2533,1046,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",1,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2534",2534,1006,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2535",2535,1038,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2536",2536,1030,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",0,"",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,5.63,1,1,28,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"2537",2537,1110,129,2,"Prop","unint","assoc","plur","The sink near the broken dishes","I",0,"",4,4,6,6,4,3,6,5,1,1,2,2,8.59,59.14,27.1,11.8,0.98,1.78,1.45,1.11,5,5.33,4,18,0,10,0,0,0,0,40,0,3,40,0,5,20,0,0,20,0,0,20,0,0,20,0,0,5.13,0,0,16,5,6.25,-0.255472221087454,0.409564206559829,0.538444878100375,-1.07718024874799
"2538",2538,1086,129,2,"Prop","unint","assoc","plur","The sink near the broken dishes","I",0,"",4,4,6,6,4,3,6,5,1,1,2,2,8.59,59.14,27.1,11.8,0.98,1.78,1.45,1.11,5,5.33,4,18,0,10,0,0,0,0,40,0,3,40,0,5,20,0,0,20,0,0,20,0,0,20,0,0,5.13,0,0,16,5,6.25,-0.255472221087454,0.409564206559829,0.538444878100375,-1.07718024874799
"2539",2539,1122,129,2,"Prop","unint","assoc","plur","The sink near the broken dishes","I",0,"",4,4,6,6,4,3,6,5,1,1,2,2,8.59,59.14,27.1,11.8,0.98,1.78,1.45,1.11,5,5.33,4,18,0,10,0,0,0,0,40,0,3,40,0,5,20,0,0,20,0,0,20,0,0,20,0,0,5.13,0,0,16,5,6.25,-0.255472221087454,0.409564206559829,0.538444878100375,-1.07718024874799
"2540",2540,1104,129,2,"Prop","unint","assoc","plur","The sink near the broken dishes","I",0,"",4,4,6,6,4,3,6,5,1,1,2,2,8.59,59.14,27.1,11.8,0.98,1.78,1.45,1.11,5,5.33,4,18,0,10,0,0,0,0,40,0,3,40,0,5,20,0,0,20,0,0,20,0,0,20,0,0,5.13,0,0,16,5,6.25,-0.255472221087454,0.409564206559829,0.538444878100375,-1.07718024874799
"2541",2541,1032,129,2,"Prop","unint","assoc","plur","The sink near the broken dishes","I",0,"",4,4,6,6,4,3,6,5,1,1,2,2,8.59,59.14,27.1,11.8,0.98,1.78,1.45,1.11,5,5.33,4,18,0,10,0,0,0,0,40,0,3,40,0,5,20,0,0,20,0,0,20,0,0,20,0,0,5.13,0,0,16,5,6.25,-0.255472221087454,0.409564206559829,0.538444878100375,-1.07718024874799
"2542",2542,1056,129,2,"Prop","unint","assoc","plur","The sink near the broken dishes","I",0,"",4,4,6,6,4,3,6,5,1,1,2,2,8.59,59.14,27.1,11.8,0.98,1.78,1.45,1.11,5,5.33,4,18,0,10,0,0,0,0,40,0,3,40,0,5,20,0,0,20,0,0,20,0,0,20,0,0,5.13,0,0,16,5,6.25,-0.255472221087454,0.409564206559829,0.538444878100375,-1.07718024874799
