"","X","item","list","subexpt","integrated","related","n2num","text","animacy","LengthChar.Head","LengthChar.Prep","LengthChar.Adj","LengthChar.Noun","LengthPhon.Head","LengthPhon.Prep","LengthPhon.Adj","LengthPhon.Noun","LengthSylHead","LengthSyll.Prep","LengthSyll.Adj","LengthSyll.Noun","Freq1Mil.Head","FreqMil.Prep","FreqMil.Adj","FreqMil.N1","LogFr.Head","LogFreq.Prep","LogFreq.Adj","LogFreq.N1","RelatedHL","RelatedLH","Integrated","Plausibility","errnd","errd","errcornd","errcord","AssPercent.HL.S","AssPercent.HL.P","LNSing.HS","LNSing.HP","LNPlur.HS","LNPlurP.HP","TotalHead1","HeadToLocNSS.Match1","HeadToLocNSP.Match1","TotalHead2","HeadToLocNSS.Match2","HeadToLocNSP.Match2","TotalLocNS1","LocNS1ToHeadS","LocNS1toHeadP","TotalLocNS2","LocNS2ToHeadS","LocNS2toHeadP","TotalLocNP1","LocNP1ToHeadS","LocNP1toHeadP","TotalLocNP2","LocNP2ToHeadS","LocNP2ToHeadP","all.asso","local.asso","res.int","res.rel","res.asshl","res.rel2"
"1",1,1,2,"SemRel","integ","rel","plur","The envelope for the formal letters","I",8,3,6,7,7,3,5,6,3,1,2,1,10.04,6749.25,8.31,37.37,1.04,3.83,0.97,1.58,6.5,6.45,5.83,6.5,9,9,22,23,27.5,0,10,0,2.5,0,20,8,0,20,3,0,20,2,0,20,2,0,20,0,0,20,1,0,12.5,8.75,0.712945915356846,0.0060514494668702,-0.443223181473721,2.60923732122985
"2",2,1,4,"SemRel","integ","unrel","plur","The envelope for the photo albums","I",8,3,5,6,7,3,4,6,3,1,2,2,10.04,6749.25,22.82,2.33,1.04,3.83,1.38,0.52,2.83,2.17,3.75,4.75,0,2,21,24,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.740949541523122,-1.33007367538561,-0.0293461035837509,-1.06076267877015
"3",3,1,6,"SemRel","unint","rel","plur","The envelope by the formal letters","I",8,2,6,7,7,2,5,6,3,1,2,1,10.04,1212.84,8.31,37.37,1.04,3.08,0.97,1.58,6.5,6.45,4.67,6.17,5,5,19,20,27.5,0,10,0,2.5,0,20,8,0,20,3,0,20,2,0,20,2,0,20,0,0,20,1,0,12.5,8.75,-0.447054084643154,1.30763551445299,-0.443223181473721,2.60923732122985
"4",4,1,8,"SemRel","unint","unrel","plur","The envelope by the photo albums","I",8,2,5,6,7,2,4,6,3,1,2,2,10.04,1212.84,22.82,2.33,1.04,3.08,1.38,0.52,2.83,2.17,1.92,4.58,1,1,20,20,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-1.08905045847688,0.723287392652832,-0.0293461035837509,-1.06076267877015
"5",5,2,2,"SemRel","integ","rel","plur","The cake with the colored candles","I",4,4,7,7,3,3,6,6,1,1,2,2,44.84,5044.84,5.06,10.45,1.66,3.7,0.78,1.06,5.17,5.92,5.5,6.42,2,2,26,28,2.5,0,0,2.5,0,0,20,0,0,20,1,0,20,0,1,20,0,0,20,0,0,20,0,0,1.66666666666667,2.5,1.14688183437623,-0.925319359958321,-0.120055444474054,1.28804566864486
"6",6,2,4,"SemRel","integ","unrel","plur","The cake with the candy figurines","I",4,4,5,9,3,3,5,9,1,1,2,3,44.84,5044.84,35.55,0.49,1.66,3.7,1.56,0.17,3.92,3.58,3.58,6.33,0,1,20,22,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.0551332793273529,0.0451581698400836,-0.0601839759310847,0.0380456686448616
"7",7,2,6,"SemRel","unint","rel","plur","The cake by the colored candles","I",4,2,7,7,3,2,6,6,1,1,2,2,44.84,1212.84,5.06,10.45,1.66,3.08,0.78,1.06,5.17,5.92,5.18,5.08,1,1,19,20,2.5,0,0,2.5,0,0,20,0,0,20,1,0,20,0,1,20,0,0,20,0,0,20,0,0,1.66666666666667,2.5,0.826881834376231,-0.555239771658586,-0.120055444474054,1.28804566864486
"8",8,2,8,"SemRel","unint","unrel","plur","The cake by the candy figurines","I",4,2,5,9,3,2,5,9,1,1,2,3,44.84,1212.84,35.55,0.49,1.66,3.08,1.56,0.17,3.92,3.58,3.5,5.55,0,0,13,13,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.135133279327353,0.137678066915017,-0.0601839759310847,0.0380456686448616
"9",9,3,2,"SemRel","integ","rel","plur","The hammer for the rusty nails","I",6,3,6,5,5,3,5,5,2,1,2,1,10.18,6749.25,4.45,10.82,1.05,3.83,0.74,1.07,6.75,6.83,5.42,6,2,2,19,21,35,2.5,25,0,22.5,2.5,20,11,1,20,3,0,20,6,0,20,4,0,20,6,0,20,3,1,25.8333333333333,23.75,0.159348938097564,0.65426448362061,-0.200924608532806,1.59587337287802
"10",10,3,4,"SemRel","integ","unrel","plur","The hammer for the rigid pegs","I",6,3,5,4,5,3,5,4,2,1,2,1,10.18,6749.25,1.86,0.25,1.05,3.83,0.46,0.1,5.08,4.08,5.67,5.08,0,0,13,16,0,0,2.5,0,0,0,20,0,0,20,0,0,20,1,0,20,0,0,20,0,0,20,0,0,0.833333333333333,1.25,1.36857674618958,-1.27913367995658,-0.313137073992674,0.841348014436063
"11",11,3,6,"SemRel","unint","rel","plur","The hammer by the rusty nails","I",6,2,6,5,5,2,5,5,2,1,2,1,10.18,1212.84,4.45,10.82,1.05,3.08,0.74,1.07,6.75,6.83,4.67,6.42,1,1,15,18,35,2.5,25,0,22.5,2.5,20,11,1,20,3,0,20,6,0,20,4,0,20,6,0,20,3,1,25.8333333333333,23.75,-0.590651061902436,1.44445897435217,-0.200924608532806,1.59587337287802
"12",12,3,8,"SemRel","unint","unrel","plur","The hammer by the rigid pegs","I",6,2,5,4,5,2,5,4,2,1,2,1,10.18,1212.84,1.86,0.25,1.05,3.08,0.46,0.1,5.08,4.08,4.33,4.83,1,1,13,15,0,0,2.5,0,0,0,20,0,0,20,0,0,20,1,0,20,0,0,20,0,0,20,0,0,0.833333333333333,1.25,0.0285767461895752,0.132680476817145,-0.313137073992674,0.841348014436063
"13",13,4,3,"SemRel","integ","rel","plur","The coach for the disciplined athletes","A",5,3,11,8,4,3,9,6,1,1,3,2,29.33,6749.25,0.98,3.08,1.48,3.83,0.3,0.61,6.64,6.58,6.58,6.67,0,0,15,16,0,0,0,0,2.5,0,20,0,0,20,0,0,20,0,0,20,0,0,20,1,0,20,0,0,0.833333333333333,1.25,1.38253160809165,-0.687045087751152,-0.0365699376060133,2.50625711087721
"14",14,4,5,"SemRel","integ","unrel","plur","The coach for the disruptive teenagers","A",5,3,10,9,4,3,9,8,1,1,3,3,29.33,6749.25,0.43,4.29,1.48,3.83,0.16,0.72,3.83,3.58,3.92,5.75,1,1,9,9,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.33656163248599,-0.59982366131694,-0.0064489050438834,-0.303742889122788
"15",15,4,7,"SemRel","unint","rel","plur","The coach near the disciplined athletes","A",5,4,11,8,4,3,9,6,1,1,3,2,29.33,59.14,0.98,3.08,1.48,1.78,0.3,0.61,6.64,6.58,5.33,5.75,1,1,7,8,0,0,0,0,2.5,0,20,0,0,20,0,0,20,0,0,20,0,0,20,1,0,20,0,0,0.833333333333333,1.25,0.132531608091648,0.674431146475451,-0.0365699376060133,2.50625711087721
"16",16,4,1,"SemRel","unint","unrel","plur","The coach near the disruptive teenagers","A",5,4,10,9,4,3,9,8,1,1,3,3,29.33,59.14,0.43,4.29,1.48,1.78,0.16,0.72,3.83,3.58,2.17,5.25,0,0,9,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-1.41343836751401,1.3062430666003,-0.0064489050438834,-0.303742889122788
"17",17,5,3,"SemRel","integ","rel","plur","The tent with the sturdy poles","I",4,4,6,5,4,3,6,4,1,1,2,1,17.39,5044.84,1.69,2.18,1.26,3.7,0.43,0.5,5.55,5.5,6.17,5.92,0,0,9,9,0,0,2.5,0,2.5,0,20,0,0,20,0,0,20,0,0,20,1,0,20,1,0,20,0,0,1.66666666666667,2.5,1.59861442894212,-1.32389579944175,-0.0386139108725457,1.66471795703178
"18",18,5,5,"SemRel","integ","unrel","plur","The tent with the sturdy cushions","I",4,4,6,8,4,3,6,6,1,1,2,2,17.39,5044.84,1.69,1.16,1.26,3.7,0.43,0.33,2.08,2.33,3.42,3.42,0,0,20,22,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.841740473300971,-1.68037799617512,0.0142032270408518,-1.80528204296822
"19",19,5,7,"SemRel","unint","rel","plur","The tent near the sturdy poles","I",4,4,6,5,4,3,6,4,1,1,2,1,17.39,59.14,1.69,2.18,1.26,1.78,0.43,0.5,5.55,5.5,4.58,5,1,1,14,15,0,0,2.5,0,2.5,0,20,0,0,20,0,0,20,0,0,20,1,0,20,1,0,20,0,0,1.66666666666667,2.5,0.00861442894212061,0.476283584992411,-0.0386139108725457,1.66471795703178
"20",20,5,1,"SemRel","unint","unrel","plur","The tent near the sturdy cushions","I",4,4,6,8,4,3,6,6,1,1,2,2,17.39,59.14,1.69,1.16,1.26,1.78,0.43,0.33,2.08,2.33,1.75,2.5,1,1,17,21,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.828259526699028,0.210376451626791,0.0142032270408518,-1.80528204296822
"21",21,6,3,"SemRel","integ","rel","plur","The dam for the murky rivers","I",3,3,5,6,3,3,5,6,1,1,2,2,5.29,6749.25,0.61,2.82,0.8,3.83,0.21,0.58,6,6.25,5.83,5.36,0,0,13,16,12.5,0,0,0,0,0,20,4,0,20,1,0,20,0,0,20,0,0,20,0,0,20,0,0,4.16666666666667,1.25,1.00013986987541,-0.475298521838878,-0.233919920242448,2.10007843533964
"22",22,6,5,"SemRel","integ","unrel","plur","The dam for the musty factories","I",3,3,5,9,3,3,5,8,1,1,2,3,5.29,6749.25,0.49,16.8,0.8,3.83,0.17,1.25,1.92,3.27,3.42,3,0,0,9,10,0,0,0,5,0,2.5,20,0,0,20,0,0,20,0,1,20,0,1,20,0,1,20,0,0,2.5,3.75,0.933642538746913,-1.75999725765345,0.0479062663633356,-1.97992156466036
"23",23,6,7,"SemRel","unint","rel","plur","The dam by the murky rivers","I",3,2,5,6,3,2,5,6,1,1,2,2,5.29,1212.84,0.61,2.82,0.8,3.08,0.21,0.58,6,6.25,4.75,5.25,1,1,18,19,12.5,0,0,0,0,0,20,4,0,20,1,0,20,0,0,20,0,0,20,0,0,20,0,0,4.16666666666667,1.25,-0.0798601301245885,0.777367604850026,-0.233919920242448,2.10007843533964
"24",24,6,1,"SemRel","unint","unrel","plur","The dam by the musty factories","I",3,2,5,9,3,2,5,8,1,1,2,3,5.29,1212.84,0.49,16.8,0.8,3.08,0.17,1.25,1.92,3.27,2.67,4.5,0,0,16,19,0,0,0,5,0,2.5,20,0,0,20,0,0,20,0,1,20,0,1,20,0,1,20,0,0,2.5,3.75,0.183642538746913,-0.890090225230605,0.0479062663633356,-1.97992156466036
"25",25,7,4,"SemRel","integ","rel","plur","The necklace with the colorful diamonds","I",8,4,8,8,6,3,8,7,2,1,3,2,9.71,5044.84,3.14,17.04,1.03,3.7,0.62,1.26,6.33,5.5,6.33,5.33,0,0,18,21,10,2.5,2.5,0,5,0,20,2,0,20,2,1,20,0,0,20,1,0,20,1,0,20,1,0,5.83333333333333,6.25,1.31059185989316,-0.725491383373136,-0.0973940454636247,1.7027814424622
"26",26,7,6,"SemRel","integ","unrel","plur","The necklace with the colorful feathers","I",8,4,8,8,6,3,8,6,2,1,3,2,9.71,5044.84,3.14,5.71,1.03,3.7,0.62,0.83,2.58,1.92,3.67,5,1,1,15,17,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.804546518782405,-1.29175777896271,-0.0010148005660231,-0.841608626134083
"27",27,7,8,"SemRel","unint","rel","plur","The necklace near the colorful diamonds","I",8,4,8,8,6,3,8,7,2,1,3,2,9.71,59.14,3.14,17.04,1.03,1.78,0.62,1.26,6.33,5.5,3.83,4.42,0,1,15,17,10,2.5,2.5,0,5,0,20,2,0,20,2,1,20,0,0,20,1,0,20,1,0,20,1,0,5.83333333333333,6.25,-1.18940814010684,2.26673944783967,-0.0973940454636247,1.7027814424622
"28",28,7,2,"SemRel","unint","unrel","plur","The necklace near the colorful feathers","I",8,4,8,8,6,3,8,6,2,1,3,2,9.71,59.14,3.14,5.71,1.03,1.78,0.62,0.83,2.58,1.92,2,4.83,0,0,15,18,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.865453481217595,0.707052416287446,-0.0010148005660231,-0.841608626134083
"29",29,8,4,"SemRel","integ","rel","plur","The fortress with the ancient walls","I",8,4,7,5,7,3,6,4,2,1,2,1,3.37,5044.84,21.61,24.16,0.64,3.7,1.35,1.4,6.25,6.33,6.08,6.42,1,1,18,18,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,1.10654289261613,-0.506956258222981,-0.0379828362057402,2.44038557836067
"30",30,8,6,"SemRel","integ","unrel","plur","The fortress with the ancient farms","I",8,4,7,5,7,3,6,4,2,1,2,1,3.37,5044.84,21.61,2.76,0.64,3.7,1.35,0.58,1.25,2.92,3.08,3.83,1,1,21,23,0,0,0,0,0,0,20,0,0,20,0,0,40,0,0,40,0,0,20,0,0,20,0,0,0,0,0.978482437801791,-1.92476853523153,0.0230723662523252,-2.55961442163933
"31",31,8,8,"SemRel","unint","rel","plur","The fortress near the ancient walls","I",8,4,7,5,7,3,6,4,2,1,2,1,3.37,59.14,21.61,24.16,0.64,1.78,1.35,1.4,6.25,6.33,4.58,5.5,1,1,19,20,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.393457107383873,1.28413760327274,-0.0379828362057402,2.44038557836067
"32",32,8,2,"SemRel","unint","unrel","plur","The fortress near the ancient farms","I",8,4,7,5,7,3,6,4,2,1,2,1,3.37,59.14,21.61,2.76,0.64,1.78,1.35,0.58,1.25,2.92,1.67,5,1,1,21,23,0,0,0,0,0,0,20,0,0,20,0,0,40,0,0,40,0,0,20,0,0,20,0,0,0,0,-0.431517562198209,-0.241140305425554,0.0230723662523252,-2.55961442163933
"33",33,9,4,"SemRel","integ","rel","plur","The butler for the selfish millionaires","A",6,3,7,12,6,3,6,10,2,1,2,3,6.8,6749.25,15.94,1.76,0.89,3.83,1.23,0.44,5.83,4.58,5.18,6.08,1,1,7,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.447785814411728,0.043826938638226,-0.03735855544157,1.93869466379167
"34",34,9,6,"SemRel","integ","unrel","plur","The butler for the spoiled kids","A",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,6.36,0,0,9,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.359254629709782,-0.924551386391873,0.00211252214815726,-0.971305336208331
"35",35,9,8,"SemRel","unint","rel","plur","The butler near the selfish millionaires","A",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,4.92,0,0,10,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-1.40221418558827,2.08473608562363,-0.03735855544157,1.93869466379167
"36",36,9,2,"SemRel","unint","unrel","plur","The butler near the spoiled kids","A",6,4,7,4,6,3,5,4,2,1,2,1,6.8,59.14,2.18,300.86,0.89,1.78,0.5,2.48,2.92,2.5,2.92,6,0,0,7,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.140745370290218,-0.37295431963906,0.00211252214815726,-0.971305336208331
"37",37,10,5,"SemRel","integ","rel","plur","The vase with the vibrant flowers","I",4,4,7,7,3,3,7,6,1,1,2,2,3.84,5044.84,1.02,46.61,0.69,3.7,0.31,1.68,6.42,6.33,5.58,6.5,1,2,16,18,15,25,2.5,0,0,0,20,5,8,20,1,2,20,0,0,20,1,0,20,0,0,20,0,0,14.1666666666667,5,0.508896948079816,0.262038934457022,0.315454909441337,-0.976369135737871
"38",38,10,7,"SemRel","integ","unrel","plur","The vase with the vibrant covers","I",4,4,7,6,3,3,7,6,1,1,2,2,3.84,5044.84,1.02,5.2,0.69,3.7,0.31,0.79,1.25,1.58,3,4.08,0,0,13,14,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.898482437801791,-1.82046119990074,0.244668927594816,-2.05747624921226
"39",39,10,1,"SemRel","unint","rel","plur","The vase near the vibrant flowers","I",4,4,7,7,3,3,7,6,1,1,2,2,3.84,59.14,1.02,46.61,0.69,1.78,0.31,1.68,6.42,6.33,4.67,5.83,1,1,16,16,15,25,2.5,0,0,0,20,5,8,20,1,2,20,0,0,20,1,0,20,0,0,20,0,0,14.1666666666667,5,-0.401103051920184,1.35104082505176,0.315454909441337,-0.976369135737871
"40",40,10,3,"SemRel","unint","unrel","plur","The vase near the vibrant covers","I",4,4,7,6,3,3,7,6,1,1,2,2,3.84,59.14,1.02,5.2,0.69,1.78,0.31,0.79,1.25,1.58,2,4.33,1,1,8,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.101517562198209,-0.623755825620809,0.244668927594816,-2.05747624921226
"41",41,11,5,"SemRel","integ","rel","plur","The banana for the popular sundaes","I",6,3,7,7,6,3,8,6,3,1,3,2,10.61,6749.25,23.22,0.53,1.06,3.83,1.38,0.18,5.5,5,5.17,5,3,3,20,21,0,0,5,0,2.5,0,20,0,0,20,0,0,20,0,0,20,2,0,40,2,0,40,0,0,2.5,3.33333333333333,0.62733382439398,-0.266330309999779,-0.0468736567983774,1.53566223325533
"42",42,11,7,"SemRel","integ","unrel","plur","The banana for the popular sandwiches","I",6,3,7,10,6,3,8,9,3,1,3,3,10.61,6749.25,23.22,9.61,1.06,3.83,1.38,1.03,3.38,4.92,3.88,3.33,2,2,13,18,0,0,NA,NA,0,0,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0.5550361915527,-0.953353150264595,-0.00822899732026347,-0.584337766744674
"43",43,11,1,"SemRel","unint","rel","plur","The banana near the popular sundaes","I",6,4,7,7,6,3,8,6,3,1,3,2,10.61,59.14,23.22,0.53,1.06,1.78,1.38,0.18,5.5,5,4.17,3.83,4,4,16,16,0,0,5,0,2.5,0,20,0,0,20,0,0,20,0,0,20,2,0,40,2,0,40,0,0,2.5,3.33333333333333,-0.37266617560602,0.844504697546875,-0.0468736567983774,1.53566223325533
"44",44,11,3,"SemRel","unint","unrel","plur","The banana near the popular sandwiches","I",6,4,7,10,6,3,8,9,3,1,3,3,10.61,59.14,23.22,9.61,1.06,1.78,1.38,1.03,3.38,4.92,2.42,4.25,3,3,20,23,0,0,NA,NA,0,0,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,-0.9049638084473,0.66846596075352,-0.00822899732026347,-0.584337766744674
"45",45,12,5,"SemRel","integ","rel","plur","The bodyguard for the nervous actresses","A",9,3,7,9,8,3,6,8,3,1,2,3,5.71,6749.25,67.04,2.25,0.83,3.83,1.83,0.51,3.92,5.42,4.83,5.67,1,1,6,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,1.19486672067265,-1.45802375906597,-0.0322297980132456,0.193582316239699
"46",46,12,7,"SemRel","integ","unrel","plur","The bodyguard for the nervous jewelers","A",9,3,7,8,8,3,6,8,3,1,2,3,5.71,6749.25,67.04,0.43,0.83,3.83,1.83,0.16,2.42,3.33,3.75,5.25,1,2,12,14,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.976448584228347,-1.75063837887967,0.0100744002936883,-1.3064176837603
"47",47,12,1,"SemRel","unint","rel","plur","The bodyguard near the nervous actresses","A",9,4,7,9,8,3,6,8,3,1,2,3,5.71,59.14,67.04,2.25,0.83,1.78,1.83,0.51,3.92,5.42,4.92,6,1,1,6,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,1.28486672067265,-1.55863920741483,-0.0322297980132456,0.193582316239699
"48",48,12,3,"SemRel","unint","unrel","plur","The bodyguard near the nervous jewelers","A",9,4,7,8,8,3,6,8,3,1,2,3,5.71,59.14,67.04,0.43,0.83,1.78,1.83,0.16,2.42,3.33,2.09,4.58,1,1,10,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.683551415771654,0.105157668443699,0.0100744002936883,-1.3064176837603
"49",49,13,6,"SemRel","integ","rel","plur","The bicycle with the warped tires","I",7,4,6,5,8,3,4,5,3,1,1,1,6.55,5044.84,1.35,2.67,0.88,3.7,0.37,0.56,6.17,6.25,6,5.58,0,0,10,10,2.5,0,0,0,0,0,20,1,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0.833333333333333,0,1.0724939253391,-0.54207934522233,-0.130055630790639,1.94963057496815
"50",50,13,8,"SemRel","integ","unrel","plur","The bicycle with the warped baskets","I",7,4,6,7,8,3,4,7,3,1,1,2,6.55,5044.84,1.35,1.61,0.88,3.7,0.37,0.42,4.58,3,5,4.58,3,3,8,9,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.985770700708142,-1.09476597774718,-0.0703203981775796,0.359630574968154
"51",51,13,2,"SemRel","unint","rel","plur","The bicycle by the warped tires","I",7,2,6,5,8,2,4,5,3,1,1,1,6.55,1212.84,1.35,2.67,0.88,3.08,0.37,0.56,6.17,6.25,4.08,4.75,0,0,4,8,2.5,0,0,0,0,0,20,1,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0.833333333333333,0,-0.847506074660898,1.44956232032996,-0.130055630790639,1.94963057496815
"52",52,13,4,"SemRel","unint","unrel","plur","The bicycle by the warped baskets","I",7,2,6,7,8,2,4,7,3,1,1,2,6.55,1212.84,1.35,1.61,0.88,3.08,0.37,0.42,4.58,3,3.5,4.42,1,1,19,19,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.514229299291858,0.461204073465546,-0.0703203981775796,0.359630574968154
"53",53,14,6,"SemRel","integ","rel","plur","The caddy for the charismatic golfers","A",5,3,11,7,4,3,10,7,2,1,4,2,2.73,6749.25,0.8,0.55,0.57,3.83,0.26,0.19,6.83,6.42,5.58,6.42,1,1,9,11,0,0,5,0,2.5,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,2.5,3.75,0.273397905374591,0.633521028953457,-0.033453868820062,2.66915229129671
"54",54,14,8,"SemRel","integ","unrel","plur","The caddy for the charismatic celebrities","A",5,3,11,11,4,3,10,10,2,1,4,4,2.73,6749.25,0.8,7.27,0.57,3.83,0.26,0.92,2.25,1.17,3,5.17,0,0,7,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.324094528764659,-0.992708250884061,0.0101892184033874,-1.91084770870329
"55",55,14,2,"SemRel","unint","rel","plur","The caddy near the charismatic golfers","A",5,4,11,7,4,3,10,7,2,1,4,2,2.73,59.14,0.8,0.55,0.57,1.78,0.26,0.19,6.83,6.42,5.08,6.08,1,1,9,11,0,0,5,0,2.5,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,2.5,3.75,-0.226602094625409,1.20595721503146,-0.033453868820062,2.66915229129671
"56",56,14,4,"SemRel","unint","unrel","plur","The caddy near the charismatic celebrities","A",5,4,11,11,4,3,10,10,2,1,4,4,2.73,59.14,0.8,7.27,0.57,1.78,0.26,0.92,2.25,1.17,2.33,5.58,0,0,5,5,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.345905471235341,-0.22564376153954,0.0101892184033874,-1.91084770870329
"57",57,15,6,"SemRel","integ","rel","plur","The church with the giant crosses","I",6,4,5,7,6,3,5,6,1,1,2,2,68.73,5044.84,20.18,2.33,1.84,3.7,1.33,0.52,6.67,6.33,6.67,6.67,0,1,14,15,2.5,0,10,0,7.5,0,20,0,0,20,1,0,20,1,0,20,3,0,20,3,0,20,0,0,6.66666666666667,10,1.45529997082053,-0.777736792686234,-0.159577508595685,2.74175244370421
"58",58,15,8,"SemRel","integ","unrel","plur","The church with the giant driveways","I",6,4,5,9,6,3,5,7,1,1,2,2,68.73,5044.84,20.18,0.2,1.84,3.7,1.33,0.08,1.92,2.42,3.08,5,1,1,16,17,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.593642538746912,-1.38300664887674,0.0311092044406734,-2.00824755629579
"59",59,15,2,"SemRel","unint","rel","plur","The church near the giant crosses","I",6,4,5,7,6,3,5,6,1,1,2,2,68.73,59.14,20.18,2.33,1.84,1.78,1.33,0.52,6.67,6.33,5.17,5.75,1,1,18,20,2.5,0,10,0,7.5,0,20,0,0,20,1,0,20,1,0,20,3,0,20,3,0,20,0,0,6.66666666666667,10,-0.0447000291794684,0.954044604448651,-0.159577508595685,2.74175244370421
"60",60,15,4,"SemRel","unint","unrel","plur","The church near the giant driveways","I",6,4,5,9,6,3,5,7,1,1,2,2,68.73,59.14,20.18,0.2,1.84,1.78,1.33,0.08,1.92,2.42,2.25,5.42,0,0,18,18,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.236357461253088,-0.42475427579544,0.0311092044406734,-2.00824755629579
"61",61,16,7,"SemRel","integ","rel","plur","The eraser for the novelty pencils","I",6,3,7,7,6,3,7,7,3,1,3,2,1,6749.25,1.67,2.84,0.3,3.83,0.43,0.58,6.67,6.75,6.42,5.75,5,6,11,13,27.5,2.5,15,0,10,0,20,6,0,20,5,1,20,3,0,20,3,0,20,3,0,20,1,0,17.5,18.75,1.20529997082054,-0.47551854102309,-0.199384438477325,1.6192572757034
"62",62,16,1,"SemRel","integ","unrel","plur","The eraser for the novelty pens","I",6,3,7,4,6,3,7,4,3,1,3,1,1,6749.25,1.67,2.51,0.3,3.83,0.43,0.55,3.33,5.11,4.08,4.25,3,4,10,11,0,0,2.5,2.5,2.5,2.5,20,0,0,20,0,0,20,1,1,20,0,0,20,0,0,20,1,1,1.66666666666667,2.5,0.783755587004557,-1.44212366420573,-0.0970693482538666,-0.74834103921218
"63",63,16,3,"SemRel","unint","rel","plur","The eraser near the novelty pencils","I",6,4,7,7,6,3,7,7,3,1,3,2,1,59.14,1.67,2.84,0.3,1.78,0.43,0.58,6.67,6.75,4.58,6.42,1,3,15,18,27.5,2.5,15,0,10,0,20,6,0,20,5,1,20,3,0,20,3,0,20,3,0,20,1,0,17.5,18.75,-0.634700029179464,1.39074067835466,-0.199384438477325,1.6192572757034
